DEBUG: General     , 1681170763087> 172.989> LoggerManager.init                  > Initializing...
LOG  : Network     , 1681170827498> 237.390> [10-04-23 20:53:47.498] > ZNet: hnote over SZombienet : **ZNetServerInfoMessage**
LOG  : Network     , 1681170827498> 237.390> [10-04-23 20:53:47.498] > ZNet: SZombienet -> SSteamSDK: SendP2PPacket
LOG  : Network     , 1681170827543> 237.434> [10-04-23 20:53:47.543] > ZNet: SRakNet -> SZombienet: OnNewConnection
LOG  : Network     , 1681170827543> 237.434> [10-04-23 20:53:47.543] > ZNet: OnNewConnection: 127.0.0.1:22123 incoming=1 state=Connected
LOG  : Network     , 1681170827595> 237.487> [10-04-23 20:53:47.595] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1681170827596> 237.488> [10-04-23 20:53:47.596] > ConnectionManager: [RakNet] "new-incoming-connection" connection: guid=189151184474733637 ip=null steam-id=0 access= username="null" connection-type="Disconnected"
LOG  : Network     , 1681170827864> 237.755> [10-04-23 20:53:47.864] > ZNet: SRakNet -> SZombienet: OnReceive
LOG  : Network     , 1681170827864> 237.756> [10-04-23 20:53:47.864] > ZNet: SZombienet -> SZombienet: ProcessPacket
LOG  : Network     , 1681170827864> 237.756> [10-04-23 20:53:47.864] > ZNet: Client has begun authentication
LOG  : Network     , 1681170827864> 237.756> [10-04-23 20:53:47.864] > ZNet: SZombienet -> SZombienet: OnClientBeginAuth
LOG  : Network     , 1681170827864> 237.756> [10-04-23 20:53:47.864] > ZNet: got token from the client
LOG  : Network     , 1681170827865> 237.756> [10-04-23 20:53:47.865] > ZNet: SZombienet -> SSteamSDK: BeginAuthSession
LOG  : Network     , 1681170827865> 237.757> [10-04-23 20:53:47.865] > ZNet: BeginAuthSession() ok
LOG  : Network     , 1681170828306> 238.198> [10-04-23 20:53:48.306] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1681170828306> 238.198> [10-04-23 20:53:48.306] > ZNet: OnValidateAuthTicketResponse response=OK SteamID=76561198045199544
LOG  : Network     , 1681170828306> 238.198> [10-04-23 20:53:48.306] > ZNet: Auth succeeded
LOG  : Network     , 1681170828306> 238.199> [10-04-23 20:53:48.306] > ZNet: hnote over SZombienet : **mtMsgServerAuthPassed**
LOG  : Network     , 1681170828307> 238.199> [10-04-23 20:53:48.307] > ZNet: SZombienet -> SZombienet: SendServerMessage
DEBUG: Voice       , 1681170828332> 238.224> VoiceManager.VoiceConnectAccept     > uuid=2a000000775fc45
LOG  : Network     , 1681170828420> 238.311> [10-04-23 20:53:48.420] > ConnectionManager: [receive-packet] "login" connection: guid=189151184474733637 ip=null steam-id=0 access= username="null" connection-type="UDPRakNet"
LOG  : Network     , 1681170828420> 238.311> [10-04-23 20:53:48.420] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1681170828420> 238.312> [10-04-23 20:53:48.420] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientSteamID
LOG  : Network     , 1681170828421> 238.312> [10-04-23 20:53:48.421] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientOwnerSteamID
DEBUG: Multiplayer , 1681170828421> 238.312> GameServer.receiveLogin             > 76561198045199544 isCoopHost=true
LOG  : Network     , 1681170828422> 238.313> [10-04-23 20:53:48.422] > ConnectionManager: [receive-packet] "client-connect" connection: guid=189151184474733637 ip=127.0.0.1 steam-id=76561198045199544 access= username="Tomioka" connection-type="UDPRakNet"
LOG  : Network     , 1681170828453> 238.344> Connected new client Tomioka ID # 0
DEBUG: Multiplayer , 1681170828556> 238.447> RequestDataPacket.sendConnectingDetails> ConnectionDetails 54017b
LOG  : Network     , 1681170828556> 238.447> [10-04-23 20:53:48.556] > ConnectionManager: [send-packet] "connection-details" connection: guid=189151184474733637 ip=127.0.0.1 steam-id=76561198045199544 access= username="Tomioka" connection-type="UDPRakNet"
LOG  : General     , 1681170837254> 247.145> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170837254> 247.146> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170838950> 248.841> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681170839264> 249.156> [10-04-23 20:53:59.264] > ConnectionManager: [receive-packet] "login-queue-request" connection: guid=189151184474733637 ip=127.0.0.1 steam-id=76561198045199544 access= username="Tomioka" connection-type="UDPRakNet"
DEBUG: Multiplayer , 1681170839951> 249.842> RequestDataPacket.doProcessRequest  > Descriptors 4010b
DEBUG: Multiplayer , 1681170840016> 249.908> RequestDataPacket.doProcessRequest  > MetaGrid 818807b
DEBUG: Multiplayer , 1681170840194> 250.086> RequestDataPacket.doProcessRequest  > MapZone 869791b
DEBUG: Multiplayer , 1681170840379> 250.270> RequestDataPacket.doProcessRequest  > PlayerZombieDescriptors 2b
DEBUG: Multiplayer , 1681170840399> 250.290> RequestDataPacket.doProcessRequest  > RadioData 12620b
LOG  : General     , 1681170840844> 250.736> NetChecksum: PacketTotalChecksum lua=true script=true
LOG  : General     , 1681170845330> 255.222> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170847783> 257.675> shared-descriptor: added id=1000
LOG  : General     , 1681170847784> 257.676> reanimate: added to world zombie.characters.IsoZombie@4c063cb9
LOG  : General     , 1681170848991> 258.883> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170854014> 263.905> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681170855735> 265.627> [10-04-23 20:54:15.735] > ConnectionManager: [receive-packet] "login-queue-done" connection: guid=189151184474733637 ip=127.0.0.1 steam-id=76561198045199544 access= username="Tomioka" connection-type="UDPRakNet"
LOG  : Network     , 1681170855757> 265.648> [10-04-23 20:54:15.757] > ConnectionManager: [send-packet] "checksum-packet-1" connection: null
LOG  : Network     , 1681170855780> 265.671> [10-04-23 20:54:15.780] > ConnectionManager: [receive-packet] "checksum-packet-1" connection: null
LOG  : Network     , 1681170855784> 265.675> [10-04-23 20:54:15.784] > ConnectionManager: [send-packet] "checksum-packet-2" connection: null
LOG  : Network     , 1681170855797> 265.688> [10-04-23 20:54:15.797] > ConnectionManager: [receive-packet] "checksum-packet-2" connection: null
LOG  : General     , 1681170858645> 268.537> command entered via server console (System.in): "get-parameter[1000001]@external-ip"
LOG  : General     , 1681170858650> 268.542> command entered via server console (System.in): "get-parameter[1000002]@steam-id"
LOG  : General     , 1681170858669> 268.561> Got get-parameter command: tag = get-parameter payload = external-ip
LOG  : General     , 1681170858669> 268.561> Got get-parameter command: tag = get-parameter payload = steam-id
LOG  : General     , 1681170860409> 270.301> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681170860410> 270.301> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681170860410> 270.302> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681170860410> 270.302> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : Network     , 1681170860425> 270.316> [10-04-23 20:54:20.425] > ConnectionManager: [receive-packet] "player-connect" connection: guid=189151184474733637 ip=127.0.0.1 steam-id=76561198045199544 access= username="Tomioka" connection-type="UDPRakNet"
LOG  : General     , 1681170860425> 270.317> User:'Tomioka' ip:127.0.0.1 is trying to connect
LOG  : General     , 1681170860429> 270.321> Warning, root node parent is always null.
LOG  : Network     , 1681170860498> 270.390> [10-04-23 20:54:20.498] > ZNet: BUpdateUserData 'Tomioka' id=76561198045199544
LOG  : Network     , 1681170860501> 270.393> [10-04-23 20:54:20.501] > ConnectionManager: [fully-connected] "" connection: guid=189151184474733637 ip=127.0.0.1 steam-id=76561198045199544 access= username="Tomioka" connection-type="UDPRakNet"
LOG  : General     , 1681170860674> 270.566> Updated MoonPhase = Third quarter, float = 0.5, int = 6
LOG  : General     , 1681170861218> 271.109> Missing texture: media/textures/weather/fogwhite.png
LOG  : General     , 1681170862237> 272.129> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170864148> 274.040> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681170865706> 275.597> [10-04-23 20:54:25.706] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionRequest
LOG  : Network     , 1681170865707> 275.598> [10-04-23 20:54:25.707] > ZNet: OnP2PSessionRequest: idx=2 SteamID=76561198226339992
LOG  : Network     , 1681170865723> 275.614> [10-04-23 20:54:25.723] > ZNet: SZombienet -> SSteamSDK: AcceptP2PSessionWithUser
LOG  : General     , 1681170869220> 279.112> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681170870967> 280.858> [10-04-23 20:54:30.967] > ZNet: SRakNet -> SZombienet: RakNetRecvFrom
LOG  : Network     , 1681170870967> 280.858> [10-04-23 20:54:30.967] > ZNet: SZombienet -> SZombienet: OnMsgVersionMessage
LOG  : Network     , 1681170870967> 280.859> [10-04-23 20:54:30.967] > ZNet: Client version=41.78.16 matches server version=41.78.16
LOG  : Network     , 1681170870967> 280.859> [10-04-23 20:54:30.967] > ZNet: hnote over SZombienet : **ZNetServerInfoMessage**
LOG  : Network     , 1681170870967> 280.859> [10-04-23 20:54:30.967] > ZNet: SZombienet -> SSteamSDK: SendP2PPacket
LOG  : General     , 1681170874220> 284.112> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170879221> 289.112> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170884321> 294.212> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681170886972> 296.863> [10-04-23 20:54:46.972] > ZNet: SRakNet -> SZombienet: OnNewConnection
LOG  : Network     , 1681170886972> 296.863> [10-04-23 20:54:46.972] > ZNet: OnNewConnection: 164.76.109.16:256 incoming=1 state=Connected
LOG  : Network     , 1681170886972> 296.864> [10-04-23 20:54:46.972] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1681170886972> 296.864> [10-04-23 20:54:46.972] > ConnectionManager: [RakNet] "new-incoming-connection" connection: guid=612489897363730055 ip=null steam-id=0 access= username="null" connection-type="Disconnected"
LOG  : Network     , 1681170887343> 297.234> [10-04-23 20:54:47.343] > ZNet: SRakNet -> SZombienet: OnReceive
LOG  : Network     , 1681170887343> 297.235> [10-04-23 20:54:47.343] > ZNet: SZombienet -> SZombienet: ProcessPacket
LOG  : Network     , 1681170887343> 297.235> [10-04-23 20:54:47.343] > ZNet: Client has begun authentication
LOG  : Network     , 1681170887343> 297.235> [10-04-23 20:54:47.343] > ZNet: SZombienet -> SZombienet: OnClientBeginAuth
LOG  : Network     , 1681170887344> 297.235> [10-04-23 20:54:47.344] > ZNet: got token from the client
LOG  : Network     , 1681170887344> 297.236> [10-04-23 20:54:47.344] > ZNet: SZombienet -> SSteamSDK: BeginAuthSession
LOG  : Network     , 1681170887344> 297.236> [10-04-23 20:54:47.344] > ZNet: BeginAuthSession() ok
LOG  : Network     , 1681170887708> 297.600> [10-04-23 20:54:47.708] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1681170887708> 297.600> [10-04-23 20:54:47.708] > ZNet: OnValidateAuthTicketResponse response=OK SteamID=76561198226339992
LOG  : Network     , 1681170887708> 297.600> [10-04-23 20:54:47.708] > ZNet: Auth succeeded
LOG  : Network     , 1681170887708> 297.601> [10-04-23 20:54:47.708] > ZNet: hnote over SZombienet : **mtMsgServerAuthPassed**
LOG  : Network     , 1681170887709> 297.601> [10-04-23 20:54:47.709] > ZNet: SZombienet -> SZombienet: SendServerMessage
DEBUG: Voice       , 1681170887912> 297.803> VoiceManager.VoiceConnectAccept     > uuid=880005108e16e87
LOG  : Network     , 1681170887943> 297.834> [10-04-23 20:54:47.943] > ConnectionManager: [receive-packet] "login" connection: guid=612489897363730055 ip=null steam-id=0 access= username="null" connection-type="Steam"
LOG  : Network     , 1681170887943> 297.834> [10-04-23 20:54:47.943] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1681170887943> 297.835> [10-04-23 20:54:47.943] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientSteamID
LOG  : Network     , 1681170887943> 297.835> [10-04-23 20:54:47.943] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientOwnerSteamID
DEBUG: Multiplayer , 1681170887944> 297.835> GameServer.receiveLogin             > 76561198226339992 isCoopHost=false
LOG  : Network     , 1681170887944> 297.836> [10-04-23 20:54:47.944] > ConnectionManager: [receive-packet] "client-connect" connection: guid=612489897363730055 ip=164.76.109.16 steam-id=76561198226339992 access= username="monicao da 13" connection-type="Steam"
LOG  : Network     , 1681170887945> 297.836> Connected new client monicao da 13 ID # 4
DEBUG: Multiplayer , 1681170887946> 297.838> RequestDataPacket.sendConnectingDetails> ConnectionDetails 54039b
LOG  : Network     , 1681170887947> 297.838> [10-04-23 20:54:47.947] > ConnectionManager: [send-packet] "connection-details" connection: guid=612489897363730055 ip=164.76.109.16 steam-id=76561198226339992 access= username="monicao da 13" connection-type="Steam"
LOG  : General     , 1681170889420> 299.312> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170892003> 301.895> command entered via server console (System.in): "invite-add@76561198226339992"
LOG  : General     , 1681170892004> 301.896> command entered via server console (System.in): "invite-add@76561198082500592"
LOG  : General     , 1681170892004> 301.896> command entered via server console (System.in): "invite-add@76561199070860042"
LOG  : General     , 1681170892004> 301.896> command entered via server console (System.in): "invite-add@76561198307998488"
LOG  : General     , 1681170894516> 304.407> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170899610> 309.502> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170904621> 314.512> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170909720> 319.612> command entered via server console (System.in): "ping@pong"
LOG  : Network     , 1681170911225> 321.116> [10-04-23 20:55:11.225] > ConnectionManager: [receive-packet] "login-queue-request" connection: guid=612489897363730055 ip=164.76.109.16 steam-id=76561198226339992 access= username="monicao da 13" connection-type="Steam"
DEBUG: Multiplayer , 1681170913104> 322.996> RequestDataPacket.doProcessRequest  > Descriptors 4010b
DEBUG: Multiplayer , 1681170913349> 323.240> RequestDataPacket.doProcessRequest  > MetaGrid 818807b
LOG  : General     , 1681170914720> 324.612> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1681170915553> 325.445> RequestDataPacket.doProcessRequest  > MapZone 869791b
DEBUG: Multiplayer , 1681170919172> 329.064> RequestDataPacket.doProcessRequest  > PlayerZombieDescriptors 1367b
DEBUG: Multiplayer , 1681170919398> 329.289> RequestDataPacket.doProcessRequest  > RadioData 12620b
LOG  : General     , 1681170919721> 329.612> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1681170920841> 330.732> NetChecksum: PacketTotalChecksum lua=true script=true
LOG  : General     , 1681170924820> 334.712> command entered via server console (System.in): "ping@pong"
